filename,uv_risk,genetic_risk,class
syn_1_00000.png,0.3335469961166382,0.5290853381156921,1
syn_1_00001.png,0.5629166960716248,0.7007072567939758,1
syn_1_00002.png,0.4773748517036438,0.2756231725215912,1
syn_1_00003.png,0.07730532437562943,0.7092229127883911,1
syn_1_00004.png,0.21563398838043213,0.22026662528514862,1
syn_1_00005.png,0.29060909152030945,0.32155880331993103,1
syn_1_00006.png,0.30412158370018005,0.12952426075935364,1
syn_1_00007.png,0.31449663639068604,0.2454596608877182,1
syn_1_00008.png,0.17176035046577454,0.5022851228713989,1
syn_1_00009.png,0.13760316371917725,0.5222668051719666,1
syn_1_00010.png,0.09120935946702957,0.35502439737319946,1
syn_1_00011.png,0.21262884140014648,0.4582521617412567,1
syn_1_00012.png,0.5304898023605347,0.3033488690853119,1
syn_1_00013.png,0.26286041736602783,0.32090631127357483,1
syn_1_00014.png,0.3240101933479309,0.4431263506412506,1
syn_1_00015.png,0.06273350119590759,0.5521359443664551,1
syn_1_00016.png,0.44910040497779846,0.6103644371032715,1
syn_1_00017.png,0.3193345367908478,0.2418702393770218,1
syn_1_00018.png,0.26673945784568787,0.2172040045261383,1
syn_1_00019.png,0.09858305752277374,0.7616403698921204,1
syn_1_00020.png,0.2058856040239334,0.5085572600364685,1
syn_1_00021.png,0.3876994550228119,0.7513797283172607,1
syn_1_00022.png,0.12664487957954407,0.34551799297332764,1
syn_1_00023.png,0.3013450801372528,0.5853977203369141,1
syn_1_00024.png,0.5298810601234436,0.4724268913269043,1
syn_1_00025.png,0.17702944576740265,0.4209915101528168,1
syn_1_00026.png,0.10008642077445984,0.35782724618911743,1
syn_1_00027.png,0.07631216198205948,0.0671958476305008,1
syn_1_00028.png,0.31383055448532104,0.5857313871383667,1
syn_1_00029.png,0.47172215580940247,0.54830402135849,1
syn_1_00030.png,0.0789131373167038,0.8718315362930298,1
syn_1_00031.png,0.20877383649349213,0.31394636631011963,1
syn_1_00032.png,0.5373988151550293,0.5415685772895813,1
syn_1_00033.png,0.4666142761707306,0.26129770278930664,1
syn_1_00034.png,0.3014575242996216,0.6293256878852844,1
syn_1_00035.png,0.23645064234733582,0.6448478102684021,1
syn_1_00036.png,0.207643061876297,0.5482242703437805,1
syn_1_00037.png,0.10724706202745438,0.7404979467391968,1
syn_1_00038.png,0.2374400496482849,0.23699654638767242,1
syn_1_00039.png,0.20491628348827362,0.5741154551506042,1
syn_1_00040.png,0.059507668018341064,0.6334882974624634,1
syn_1_00041.png,0.24349084496498108,0.4561038613319397,1
syn_1_00042.png,0.4206521213054657,0.08491029590368271,1
syn_1_00043.png,0.21562372148036957,0.5228603482246399,1
syn_1_00044.png,0.5017396211624146,0.5792288184165955,1
syn_1_00045.png,0.10113611072301865,0.22186581790447235,1
syn_1_00046.png,0.6844271421432495,0.34141480922698975,1
syn_1_00047.png,0.21348077058792114,0.5406709909439087,1
syn_1_00048.png,0.21320292353630066,0.44105803966522217,1
syn_1_00049.png,0.27042198181152344,0.598980724811554,1
syn_1_00050.png,0.4158612787723541,0.6312325596809387,1
syn_1_00051.png,0.09343153238296509,0.5328066349029541,1
syn_1_00052.png,0.08971922099590302,0.4707126021385193,1
syn_1_00053.png,0.09572737663984299,0.6007252931594849,1
syn_1_00054.png,0.159040629863739,0.49136883020401,1
syn_1_00055.png,0.4280441105365753,0.123805932700634,1
syn_1_00056.png,0.27228572964668274,0.17981991171836853,1
syn_1_00057.png,0.10726527124643326,0.539307713508606,1
syn_1_00058.png,0.3892938494682312,0.4289894998073578,1
syn_1_00059.png,0.2802092432975769,0.5226812958717346,1
syn_1_00060.png,0.3271898925304413,0.339711457490921,1
syn_1_00061.png,0.05828870087862015,0.19424112141132355,1
syn_1_00062.png,0.19163581728935242,0.45202118158340454,1
syn_1_00063.png,0.5959884524345398,0.7402780055999756,1
syn_1_00064.png,0.08912304043769836,0.26249754428863525,1
syn_1_00065.png,0.2993340790271759,0.1723111867904663,1
syn_1_00066.png,0.1173250749707222,0.25021520256996155,1
syn_1_00067.png,0.3558015823364258,0.05740005522966385,1
